Time,Lat,Lon
2019-04-17 23:40:34,42.3434879,-83.483028
2019-04-17 23:40:37,42.3437204,-83.482491
2019-04-17 23:40:41,42.3440125,-83.481815
2019-04-17 23:40:42,42.3440829,-83.481663
2019-04-17 23:40:47,42.3444693,-83.480983
2019-04-17 23:40:51,42.3447483,-83.480594
2019-04-17 23:40:56,42.3450846,-83.480161
2019-04-17 23:40:59,42.3454158,-83.479818
2019-04-17 23:41:03,42.3459727,-83.479368
2019-04-17 23:41:07,42.3465740,-83.479069
2019-04-17 23:41:11,42.3472345,-83.478919
2019-04-17 23:41:15,42.3479127,-83.478895
2019-04-17 23:41:16,42.3480841,-83.478901
2019-04-17 23:41:20,42.3487376,-83.478921
2019-04-17 23:41:22,42.3490471,-83.478933
2019-04-17 23:41:25,42.3494858,-83.478938
2019-04-17 23:41:28,42.3499070,-83.478942
2019-04-17 23:41:33,42.3505571,-83.478943
2019-04-17 23:41:34,42.3506734,-83.478948
2019-04-17 23:41:37,42.3509416,-83.478954
2019-04-17 23:41:40,42.3510704,-83.478949
2019-04-17 23:41:43,42.3510696,-83.478951
2019-04-17 23:42:02,42.3510551,-83.478958
2019-04-17 23:42:03,42.3510551,-83.478958
2019-04-17 23:42:04,42.3510551,-83.478958
2019-04-17 23:42:05,42.3510551,-83.478958
2019-04-17 23:42:06,42.3510551,-83.478958
2019-04-17 23:42:08,42.3510915,-83.478960
2019-04-17 23:42:09,42.3511646,-83.478957
2019-04-17 23:42:12,42.3514886,-83.478980
2019-04-17 23:42:16,42.3520249,-83.479003
2019-04-17 23:42:17,42.3521887,-83.479006
2019-04-17 23:42:18,42.3523535,-83.479014
2019-04-17 23:42:19,42.3525222,-83.479021
2019-04-17 23:42:20,42.3526913,-83.479027
2019-04-17 23:42:21,42.3528704,-83.479030
2019-04-17 23:42:25,42.3535422,-83.479032
2019-04-17 23:42:26,42.3537055,-83.479033
2019-04-17 23:42:27,42.3538692,-83.479037
2019-04-17 23:42:28,42.3540288,-83.479043
2019-04-17 23:42:29,42.3541952,-83.479051
2019-04-17 23:42:30,42.3543528,-83.479059
2019-04-17 23:42:33,42.3548245,-83.479077
2019-04-17 23:42:37,42.3554330,-83.479108
2019-04-17 23:42:41,42.3560293,-83.479137
2019-04-17 23:42:42,42.3561722,-83.479143
2019-04-17 23:42:46,42.3567257,-83.479168
2019-04-17 23:42:50,42.3572600,-83.479189
2019-04-17 23:42:55,42.3578372,-83.479203
2019-04-17 23:42:59,42.3581708,-83.479223
2019-04-17 23:43:01,42.3581886,-83.479238
2019-04-17 23:43:05,42.3581713,-83.479236
2019-04-17 23:43:30,42.3582260,-83.479212
2019-04-17 23:43:31,42.3582973,-83.479200
2019-04-17 23:43:34,42.3585689,-83.479203
2019-04-17 23:43:36,42.3588090,-83.479220
2019-04-17 23:43:37,42.3589358,-83.479223
2019-04-17 23:43:41,42.3595057,-83.479254
2019-04-17 23:43:42,42.3596536,-83.479264
2019-04-17 23:43:43,42.3598011,-83.479271
2019-04-17 23:43:44,42.3599470,-83.479279
2019-04-17 23:43:46,42.3602568,-83.479292
2019-04-17 23:43:48,42.3605671,-83.479307
2019-04-17 23:43:52,42.3611550,-83.479333
2019-04-17 23:43:54,42.3614372,-83.479347
2019-04-17 23:43:59,42.3620538,-83.479384
2019-04-17 23:44:03,42.3623894,-83.479411
2019-04-17 23:44:06,42.3624484,-83.479443
2019-04-17 23:44:09,42.3624276,-83.479448
2019-04-17 23:44:11,42.3624225,-83.479436
2019-04-17 23:44:27,42.3624515,-83.479438
2019-04-17 23:44:28,42.3625387,-83.479438
2019-04-17 23:44:32,42.3629376,-83.479448
2019-04-17 23:44:36,42.3634836,-83.479476
2019-04-17 23:44:38,42.3638015,-83.479508
2019-04-17 23:44:39,42.3639638,-83.479526
2019-04-17 23:44:40,42.3641355,-83.479548
2019-04-17 23:44:42,42.3644736,-83.479596
2019-04-17 23:44:46,42.3651330,-83.479711
2019-04-17 23:44:48,42.3654555,-83.479756
2019-04-17 23:44:50,42.3657798,-83.479788
2019-04-17 23:44:54,42.3664377,-83.479841
2019-04-17 23:44:55,42.3665991,-83.479849
2019-04-17 23:44:57,42.3669297,-83.479865
2019-04-17 23:44:58,42.3670940,-83.479875
2019-04-17 23:45:00,42.3674193,-83.479890
2019-04-17 23:45:02,42.3677452,-83.479910
2019-04-17 23:45:04,42.3680690,-83.479935
2019-04-17 23:45:08,42.3687215,-83.480002
2019-04-17 23:45:10,42.3690417,-83.480028
2019-04-17 23:45:14,42.3696645,-83.480060
2019-04-17 23:45:16,42.3699583,-83.480073
2019-04-17 23:45:21,42.3706256,-83.480097
2019-04-17 23:45:26,42.3712277,-83.480130
2019-04-17 23:45:27,42.3713462,-83.480138
2019-04-17 23:45:32,42.3719918,-83.480186
2019-04-17 23:45:33,42.3721306,-83.480197
2019-04-17 23:45:37,42.3726850,-83.480238
2019-04-17 23:45:40,42.3731219,-83.480258
2019-04-17 23:45:44,42.3737025,-83.480294
2019-04-17 23:45:47,42.3741214,-83.480319
2019-04-17 23:45:52,42.3747209,-83.480366
2019-04-17 23:45:56,42.3752136,-83.480411
2019-04-17 23:45:58,42.3754815,-83.480433
2019-04-17 23:46:00,42.3757673,-83.480478
2019-04-17 23:46:02,42.3760913,-83.480534
2019-04-17 23:46:03,42.3762752,-83.480559
2019-04-17 23:46:04,42.3764643,-83.480576
2019-04-17 23:46:06,42.3768359,-83.480606
2019-04-17 23:46:08,42.3771807,-83.480629
2019-04-17 23:46:10,42.3775295,-83.480647
2019-04-17 23:46:11,42.3776983,-83.480657
2019-04-17 23:46:15,42.3784025,-83.480702
2019-04-17 23:46:17,42.3787610,-83.480720
2019-04-17 23:46:20,42.3793050,-83.480755
2019-04-17 23:46:23,42.3798464,-83.480787
2019-04-17 23:46:24,42.3800266,-83.480797
2019-04-17 23:46:26,42.3803833,-83.480818
2019-04-17 23:46:28,42.3807542,-83.480838
2019-04-17 23:46:31,42.3813135,-83.480861
2019-04-17 23:46:34,42.3818651,-83.480882
2019-04-17 23:46:37,42.3824280,-83.480888
2019-04-17 23:46:39,42.3827964,-83.480859
2019-04-17 23:46:42,42.3833461,-83.480791
2019-04-17 23:46:44,42.3837081,-83.480749
2019-04-17 23:46:45,42.3838878,-83.480739
2019-04-17 23:46:46,42.3840685,-83.480737
2019-04-17 23:46:47,42.3842487,-83.480744
2019-04-17 23:46:48,42.3844385,-83.480755
2019-04-17 23:46:50,42.3848010,-83.480771
2019-04-17 23:46:51,42.3849816,-83.480775
2019-04-17 23:46:52,42.3851509,-83.480781
2019-04-17 23:46:54,42.3854360,-83.480797
2019-04-17 23:46:57,42.3857051,-83.480809
2019-04-17 23:47:00,42.3857626,-83.480795
2019-04-17 23:47:05,42.3857478,-83.480779
2019-04-17 23:47:25,42.3858530,-83.480789
2019-04-17 23:47:28,42.3861367,-83.480803
2019-04-17 23:47:29,42.3862579,-83.480810
2019-04-17 23:47:30,42.3863897,-83.480823
2019-04-17 23:47:31,42.3865220,-83.480830
2019-04-17 23:47:32,42.3866739,-83.480842
2019-04-17 23:47:34,42.3870078,-83.480867
2019-04-17 23:47:35,42.3871744,-83.480878
2019-04-17 23:47:36,42.3873416,-83.480889
2019-04-17 23:47:37,42.3875174,-83.480900
2019-04-17 23:47:38,42.3876859,-83.480910
2019-04-17 23:47:39,42.3878565,-83.480923
2019-04-17 23:47:40,42.3880263,-83.480943
2019-04-17 23:47:44,42.3886591,-83.481122
2019-04-17 23:47:48,42.3893178,-83.481242
2019-04-17 23:47:50,42.3894994,-83.481255
2019-04-17 23:47:54,42.3901662,-83.481293
2019-04-17 23:47:55,42.3903133,-83.481299
2019-04-17 23:47:58,42.3906562,-83.481319
2019-04-17 23:48:00,42.3907140,-83.481304
2019-04-17 23:48:03,42.3906933,-83.481280
2019-04-17 23:48:16,42.3906900,-83.481283
2019-04-17 23:48:18,42.3907867,-83.481268
2019-04-17 23:48:19,42.3909282,-83.481294
2019-04-17 23:48:20,42.3910450,-83.481303
2019-04-17 23:48:21,42.3911622,-83.481312
2019-04-17 23:48:22,42.3912998,-83.481323
2019-04-17 23:48:23,42.3914433,-83.481329
2019-04-17 23:48:24,42.3915999,-83.481341
2019-04-17 23:48:25,42.3917725,-83.481349
2019-04-17 23:48:26,42.3919410,-83.481364
2019-04-17 23:48:27,42.3921125,-83.481375
2019-04-17 23:48:28,42.3923046,-83.481387
2019-04-17 23:48:29,42.3924961,-83.481400
2019-04-17 23:48:31,42.3928720,-83.481431
2019-04-17 23:48:34,42.3934145,-83.481465
2019-04-17 23:48:35,42.3935949,-83.481475
2019-04-17 23:48:39,42.3943025,-83.481510
2019-04-17 23:48:40,42.3944890,-83.481521
2019-04-17 23:48:41,42.3946657,-83.481529
2019-04-17 23:48:42,42.3948378,-83.481537
2019-04-17 23:48:43,42.3950168,-83.481545
2019-04-17 23:48:44,42.3951977,-83.481554
2019-04-17 23:48:48,42.3959053,-83.481591
2019-04-17 23:48:51,42.3964460,-83.481608
2019-04-17 23:48:53,42.3968142,-83.481620
2019-04-17 23:48:56,42.3973849,-83.481646
2019-04-17 23:48:59,42.3979379,-83.481674
2019-04-17 23:49:01,42.3983020,-83.481691
2019-04-17 23:49:04,42.3988535,-83.481715
2019-04-17 23:49:07,42.3994140,-83.481750
2019-04-17 23:49:09,42.3997894,-83.481769
2019-04-17 23:49:12,42.4003741,-83.481797
2019-04-17 23:49:15,42.4009496,-83.481827
2019-04-17 23:49:17,42.4013355,-83.481841
2019-04-17 23:49:20,42.4019056,-83.481861
2019-04-17 23:49:21,42.4020913,-83.481868
2019-04-17 23:49:22,42.4022783,-83.481873
2019-04-17 23:49:23,42.4024648,-83.481882
2019-04-17 23:49:24,42.4026476,-83.481886
2019-04-17 23:49:25,42.4028305,-83.481896
2019-04-17 23:49:28,42.4033724,-83.481925
2019-04-17 23:49:31,42.4039169,-83.481967
2019-04-17 23:49:32,42.4040987,-83.481984
2019-04-17 23:49:35,42.4046611,-83.482024
2019-04-17 23:49:36,42.4048541,-83.482030
2019-04-17 23:49:37,42.4050493,-83.482034
2019-04-17 23:49:38,42.4052470,-83.482043
2019-04-17 23:49:39,42.4054400,-83.482052
2019-04-17 23:49:40,42.4056402,-83.482060
2019-04-17 23:49:41,42.4058347,-83.482067
2019-04-17 23:49:42,42.4060332,-83.482079
2019-04-17 23:49:44,42.4064218,-83.482097
2019-04-17 23:49:47,42.4070113,-83.482134
2019-04-17 23:49:48,42.4072321,-83.482143
2019-04-17 23:49:49,42.4074375,-83.482151
2019-04-17 23:49:50,42.4076344,-83.482153
2019-04-17 23:49:51,42.4078143,-83.482163
2019-04-17 23:49:52,42.4080028,-83.482166
2019-04-17 23:49:53,42.4081818,-83.482177
2019-04-17 23:49:54,42.4083616,-83.482183
2019-04-17 23:49:55,42.4085421,-83.482188
2019-04-17 23:49:56,42.4087184,-83.482204
2019-04-17 23:49:57,42.4088965,-83.482214
2019-04-17 23:49:58,42.4090730,-83.482229
2019-04-17 23:50:00,42.4093973,-83.482253
2019-04-17 23:50:01,42.4095491,-83.482250
2019-04-17 23:50:02,42.4097020,-83.482243
2019-04-17 23:50:03,42.4098270,-83.482241
2019-04-17 23:50:05,42.4100353,-83.482233
2019-04-17 23:50:07,42.4101360,-83.482228
2019-04-17 23:50:09,42.4101349,-83.482221
2019-04-17 23:50:15,42.4101017,-83.482230
2019-04-17 23:50:40,42.4101712,-83.482215
2019-04-17 23:50:41,42.4102235,-83.482167
2019-04-17 23:50:42,42.4102606,-83.482066
2019-04-17 23:50:45,42.4102898,-83.481669
2019-04-17 23:50:50,42.4103136,-83.480809
2019-04-17 23:50:54,42.4103360,-83.479912
2019-04-17 23:50:55,42.4103408,-83.479710
2019-04-17 23:50:56,42.4103460,-83.479489
2019-04-17 23:50:57,42.4103512,-83.479254
2019-04-17 23:50:58,42.4103555,-83.479005
2019-04-17 23:50:59,42.4103606,-83.478777
2019-04-17 23:51:00,42.4103675,-83.478550
2019-04-17 23:51:01,42.4103763,-83.478321
2019-04-17 23:51:02,42.4103848,-83.478092
2019-04-17 23:51:03,42.4103944,-83.477861
2019-04-17 23:51:04,42.4104036,-83.477656
2019-04-17 23:51:05,42.4104110,-83.477437
2019-04-17 23:51:06,42.4104219,-83.477212
2019-04-17 23:51:07,42.4104271,-83.476996
2019-04-17 23:51:08,42.4104311,-83.476775
2019-04-17 23:51:09,42.4104357,-83.476552
2019-04-17 23:51:10,42.4104401,-83.476329
2019-04-17 23:51:11,42.4104429,-83.476108
2019-04-17 23:51:12,42.4104460,-83.475891
2019-04-17 23:51:13,42.4104529,-83.475652
2019-04-17 23:51:14,42.4104577,-83.475451
2019-04-17 23:51:15,42.4104649,-83.475228
2019-04-17 23:51:16,42.4104686,-83.475022
2019-04-17 23:51:17,42.4104723,-83.474816
2019-04-17 23:51:18,42.4104742,-83.474614
2019-04-17 23:51:19,42.4104741,-83.474424
2019-04-17 23:51:20,42.4104776,-83.474232
2019-04-17 23:51:21,42.4104843,-83.474033
2019-04-17 23:51:22,42.4104914,-83.473816
2019-04-17 23:51:23,42.4104963,-83.473618
2019-04-17 23:51:24,42.4105001,-83.473436
2019-04-17 23:51:25,42.4105127,-83.473239
2019-04-17 23:51:26,42.4105164,-83.473040
2019-04-17 23:51:27,42.4105269,-83.472841
2019-04-17 23:51:28,42.4105463,-83.472621
2019-04-17 23:51:29,42.4105647,-83.472424
2019-04-17 23:51:30,42.4105855,-83.472243
2019-04-17 23:51:31,42.4106087,-83.472049
2019-04-17 23:51:32,42.4106403,-83.471855
2019-04-17 23:51:33,42.4106797,-83.471657
2019-04-17 23:51:34,42.4107239,-83.471457
2019-04-17 23:51:35,42.4107616,-83.471280
2019-04-17 23:51:36,42.4107987,-83.471110
2019-04-17 23:51:37,42.4108355,-83.470946
2019-04-17 23:51:38,42.4108721,-83.470792
2019-04-17 23:51:39,42.4109081,-83.470651
2019-04-17 23:51:40,42.4109393,-83.470519
2019-04-17 23:51:41,42.4109672,-83.470399
2019-04-17 23:51:42,42.4109921,-83.470292
2019-04-17 23:51:43,42.4110155,-83.470197
2019-04-17 23:51:44,42.4110410,-83.470106
2019-04-17 23:51:45,42.4110741,-83.470018
2019-04-17 23:51:46,42.4111039,-83.469924
2019-04-17 23:51:50,42.4112300,-83.469481
2019-04-17 23:51:55,42.4114250,-83.468789
2019-04-17 23:52:00,42.4116297,-83.467975
2019-04-17 23:52:04,42.4117879,-83.467211
2019-04-17 23:52:05,42.4118094,-83.466981
2019-04-17 23:52:06,42.4118117,-83.466754
2019-04-17 23:52:07,42.4118202,-83.466560
2019-04-17 23:52:08,42.4118108,-83.466358
2019-04-17 23:52:09,42.4117838,-83.466128
2019-04-17 23:52:10,42.4117588,-83.465921
2019-04-17 23:52:11,42.4117290,-83.465717
2019-04-17 23:52:12,42.4116888,-83.465512
2019-04-17 23:52:13,42.4116406,-83.465308
2019-04-17 23:52:14,42.4115865,-83.465101
2019-04-17 23:52:15,42.4115329,-83.464895
2019-04-17 23:52:16,42.4114871,-83.464708
2019-04-17 23:52:17,42.4114244,-83.464487
2019-04-17 23:52:18,42.4113686,-83.464290
2019-04-17 23:52:19,42.4113182,-83.464092
2019-04-17 23:52:20,42.4112661,-83.463896
2019-04-17 23:52:21,42.4112106,-83.463703
2019-04-17 23:52:22,42.4111528,-83.463507
2019-04-17 23:52:23,42.4111005,-83.463323
2019-04-17 23:52:24,42.4110399,-83.463116
2019-04-17 23:52:25,42.4109906,-83.462927
2019-04-17 23:52:26,42.4109368,-83.462730
2019-04-17 23:52:27,42.4108829,-83.462507
2019-04-17 23:52:28,42.4108413,-83.462316
2019-04-17 23:52:29,42.4108115,-83.462102
2019-04-17 23:52:30,42.4107871,-83.461914
2019-04-17 23:52:31,42.4107718,-83.461693
2019-04-17 23:52:33,42.4107656,-83.461303
2019-04-17 23:52:37,42.4108109,-83.460477
