Time,Lat,Lon
2019-04-14 19:07:37,42.3365573,-83.486868
2019-04-14 19:07:41,42.3365726,-83.486050
2019-04-14 19:07:45,42.3365875,-83.485249
2019-04-14 19:07:46,42.3365916,-83.485050
2019-04-14 19:07:50,42.3366058,-83.484249
2019-04-14 19:07:54,42.3366179,-83.483410
2019-04-14 19:07:55,42.3366220,-83.483195
2019-04-14 19:07:58,42.3366324,-83.482537
2019-04-14 19:08:00,42.3366397,-83.482096
2019-04-14 19:08:02,42.3366488,-83.481653
2019-04-14 19:08:04,42.3366566,-83.481208
2019-04-14 19:08:05,42.3366609,-83.480981
2019-04-14 19:08:09,42.3366718,-83.480077
2019-04-14 19:08:13,42.3366790,-83.479185
2019-04-14 19:08:15,42.3366832,-83.478743
2019-04-14 19:08:19,42.3366890,-83.477838
2019-04-14 19:08:23,42.3366858,-83.476959
2019-04-14 19:08:26,42.3366865,-83.476306
2019-04-14 19:08:30,42.3366887,-83.475447
2019-04-14 19:08:32,42.3366895,-83.475011
2019-04-14 19:08:33,42.3366897,-83.474801
2019-04-14 19:08:34,42.3366896,-83.474588
2019-04-14 19:08:35,42.3366898,-83.474373
2019-04-14 19:08:36,42.3366899,-83.474158
2019-04-14 19:08:37,42.3366888,-83.473942
2019-04-14 19:08:38,42.3366914,-83.473732
2019-04-14 19:08:39,42.3366912,-83.473517
2019-04-14 19:08:40,42.3366928,-83.473302
2019-04-14 19:08:41,42.3366942,-83.473091
2019-04-14 19:08:44,42.3366948,-83.472431
2019-04-14 19:08:48,42.3366937,-83.471523
2019-04-14 19:08:52,42.3366932,-83.470616
2019-04-14 19:08:56,42.3367195,-83.469754
2019-04-14 19:08:58,42.3367244,-83.469316
2019-04-14 19:09:02,42.3367519,-83.468431
2019-04-14 19:09:04,42.3367778,-83.467982
2019-04-14 19:09:08,42.3368186,-83.467086
2019-04-14 19:09:09,42.3368268,-83.466862
2019-04-14 19:09:13,42.3368583,-83.465969
2019-04-14 19:09:17,42.3368923,-83.465080
2019-04-14 19:09:21,42.3369272,-83.464186
2019-04-14 19:09:22,42.3369348,-83.463962
2019-04-14 19:09:24,42.3369533,-83.463517
2019-04-14 19:09:28,42.3369829,-83.462789
2019-04-14 19:09:30,42.3370007,-83.462353
2019-04-14 19:09:34,42.3370303,-83.461525
2019-04-14 19:09:36,42.3370416,-83.461136
2019-04-14 19:09:41,42.3370613,-83.460267
2019-04-14 19:09:44,42.3370757,-83.459916
2019-04-14 19:09:45,42.3370800,-83.459840
2019-04-14 19:09:46,42.3370869,-83.459796
2019-04-14 19:09:47,42.3370918,-83.459772
2019-04-14 19:09:48,42.3370946,-83.459772
2019-04-14 19:09:50,42.3370993,-83.459788
2019-04-14 19:09:58,42.3371091,-83.459657
2019-04-14 19:10:01,42.3371186,-83.459327
2019-04-14 19:10:05,42.3371438,-83.458693
2019-04-14 19:10:09,42.3371984,-83.457916
2019-04-14 19:10:13,42.3372634,-83.457074
2019-04-14 19:10:14,42.3372765,-83.456854
2019-04-14 19:10:15,42.3372885,-83.456630
2019-04-14 19:10:19,42.3373414,-83.455745
2019-04-14 19:10:23,42.3373918,-83.454878
2019-04-14 19:10:27,42.3373613,-83.453952
2019-04-14 19:10:30,42.3372082,-83.453324
2019-04-14 19:10:32,42.3370497,-83.452924
2019-04-14 19:10:35,42.3367947,-83.452340
2019-04-14 19:10:36,42.3367112,-83.452149
2019-04-14 19:10:40,42.3363805,-83.451408
2019-04-14 19:10:44,42.3360657,-83.450704
2019-04-14 19:10:45,42.3359922,-83.450525
2019-04-14 19:10:49,42.3356811,-83.449834
2019-04-14 19:10:51,42.3355064,-83.449515
2019-04-14 19:10:55,42.3351115,-83.448902
2019-04-14 19:10:57,42.3349067,-83.448579
2019-04-14 19:11:01,42.3345027,-83.447913
2019-04-14 19:11:04,42.3341892,-83.447444
2019-04-14 19:11:08,42.3338011,-83.446829
2019-04-14 19:11:10,42.3336216,-83.446542
2019-04-14 19:11:13,42.3334210,-83.446156
2019-04-14 19:11:16,42.3333218,-83.445965
2019-04-14 19:11:19,42.3333161,-83.445974
2019-04-14 19:11:26,42.3332908,-83.445966
2019-04-14 19:11:27,42.3332396,-83.445945
2019-04-14 19:11:29,42.3331242,-83.445991
2019-04-14 19:11:30,42.3330544,-83.446038
2019-04-14 19:11:32,42.3328794,-83.446161
2019-04-14 19:11:36,42.3324189,-83.446473
2019-04-14 19:11:40,42.3319014,-83.446819
2019-04-14 19:11:44,42.3313878,-83.447166
2019-04-14 19:11:45,42.3312626,-83.447250
2019-04-14 19:11:48,42.3308715,-83.447516
2019-04-14 19:11:49,42.3307401,-83.447603
2019-04-14 19:11:50,42.3306069,-83.447691
2019-04-14 19:11:51,42.3304813,-83.447776
2019-04-14 19:11:52,42.3303509,-83.447864
2019-04-14 19:11:56,42.3298200,-83.448212
2019-04-14 19:12:00,42.3292684,-83.448579
2019-04-14 19:12:03,42.3288515,-83.448841
2019-04-14 19:12:07,42.3282344,-83.449128
2019-04-14 19:12:09,42.3279273,-83.449230
2019-04-14 19:12:12,42.3274683,-83.449321
2019-04-14 19:12:14,42.3271688,-83.449350
2019-04-14 19:12:18,42.3265763,-83.449350
2019-04-14 19:12:19,42.3264276,-83.449342
2019-04-14 19:12:23,42.3258268,-83.449319
2019-04-14 19:12:27,42.3252525,-83.449293
2019-04-14 19:12:32,42.3245965,-83.449260
2019-04-14 19:12:37,42.3240002,-83.449236
2019-04-14 19:12:39,42.3237837,-83.449229
2019-04-14 19:12:44,42.3233429,-83.449205
2019-04-14 19:12:47,42.3232180,-83.449209
2019-04-14 19:12:50,42.3232122,-83.449213
2019-04-14 19:13:20,42.3231601,-83.449210
2019-04-14 19:13:23,42.3229487,-83.449182
2019-04-14 19:13:26,42.3226420,-83.449171
2019-04-14 19:13:30,42.3221162,-83.449145
2019-04-14 19:13:34,42.3215223,-83.449120
2019-04-14 19:13:37,42.3210833,-83.449100
2019-04-14 19:13:41,42.3204815,-83.449072
2019-04-14 19:13:45,42.3198758,-83.449046
2019-04-14 19:13:47,42.3195703,-83.449034
2019-04-14 19:13:51,42.3189428,-83.449002
2019-04-14 19:13:55,42.3183174,-83.448972
2019-04-14 19:13:56,42.3181636,-83.448965
2019-04-14 19:14:00,42.3175342,-83.448929
2019-04-14 19:14:04,42.3169375,-83.448905
2019-04-14 19:14:08,42.3164594,-83.448880
2019-04-14 19:14:12,42.3161037,-83.448867
2019-04-14 19:14:16,42.3156923,-83.448847
2019-04-14 19:14:20,42.3151729,-83.448817
2019-04-14 19:14:25,42.3145043,-83.448742
2019-04-14 19:14:26,42.3143524,-83.448734
2019-04-14 19:14:29,42.3138678,-83.448714
2019-04-14 19:14:33,42.3132083,-83.448687
2019-04-14 19:14:37,42.3125539,-83.448663
2019-04-14 19:14:40,42.3120596,-83.448639
2019-04-14 19:14:44,42.3113971,-83.448611
2019-04-14 19:14:48,42.3107303,-83.448582
2019-04-14 19:14:52,42.3100518,-83.448552
2019-04-14 19:14:56,42.3093767,-83.448530
2019-04-14 19:14:57,42.3092075,-83.448533
2019-04-14 19:15:01,42.3086530,-83.448532
2019-04-14 19:15:03,42.3084985,-83.448552
2019-04-14 19:15:05,42.3084275,-83.448700
2019-04-14 19:15:07,42.3084094,-83.448955
2019-04-14 19:15:08,42.3084031,-83.449104
2019-04-14 19:15:12,42.3083742,-83.449776
2019-04-14 19:15:16,42.3083462,-83.450538
2019-04-14 19:15:17,42.3083413,-83.450726
2019-04-14 19:15:21,42.3083216,-83.451509
2019-04-14 19:15:24,42.3083114,-83.452112
2019-04-14 19:15:28,42.3082948,-83.452913
2019-04-14 19:15:32,42.3082675,-83.453726
2019-04-14 19:15:34,42.3082568,-83.454141
2019-04-14 19:15:38,42.3082356,-83.454971
2019-04-14 19:15:42,42.3082142,-83.455768
2019-04-14 19:15:44,42.3082040,-83.456146
2019-04-14 19:15:49,42.3081787,-83.456960
2019-04-14 19:15:53,42.3081655,-83.457421
2019-04-14 19:15:56,42.3081728,-83.457515
2019-04-14 19:16:01,42.3081691,-83.457698
2019-04-14 19:16:04,42.3081638,-83.458010
2019-04-14 19:16:08,42.3081505,-83.458590
2019-04-14 19:16:13,42.3081288,-83.459456
2019-04-14 19:16:15,42.3081217,-83.459844
2019-04-14 19:16:16,42.3081180,-83.460045
2019-04-14 19:16:17,42.3081126,-83.460253
2019-04-14 19:16:18,42.3081056,-83.460459
2019-04-14 19:16:19,42.3080991,-83.460677
2019-04-14 19:16:23,42.3080748,-83.461520
2019-04-14 19:16:27,42.3080315,-83.462399
2019-04-14 19:16:31,42.3079961,-83.463273
2019-04-14 19:16:35,42.3079702,-83.464137
2019-04-14 19:16:39,42.3079449,-83.465021
2019-04-14 19:16:42,42.3079277,-83.465702
2019-04-14 19:16:43,42.3079209,-83.465929
2019-04-14 19:16:44,42.3079133,-83.466157
2019-04-14 19:16:45,42.3079057,-83.466387
2019-04-14 19:16:46,42.3078987,-83.466620
2019-04-14 19:16:50,42.3078720,-83.467510
2019-04-14 19:16:52,42.3078637,-83.467943
2019-04-14 19:16:56,42.3078522,-83.468837
2019-04-14 19:17:00,42.3078363,-83.469699
2019-04-14 19:17:02,42.3078286,-83.470143
2019-04-14 19:17:06,42.3078129,-83.471036
2019-04-14 19:17:10,42.3077955,-83.471947
2019-04-14 19:17:12,42.3077874,-83.472407
2019-04-14 19:17:16,42.3077720,-83.473363
2019-04-14 19:17:19,42.3077591,-83.474097
2019-04-14 19:17:23,42.3077432,-83.475020
2019-04-14 19:17:25,42.3077383,-83.475462
2019-04-14 19:17:29,42.3077342,-83.476378
2019-04-14 19:17:32,42.3077293,-83.477067
